scene,platform_id,time,subswath,burst,lat,lon,dist_km,inc_deg,v_los_drift,method,v_los_pipe,residual
scene31,4804006,2025-05-31 17:00:00,iw1,8,-33.12167,31.08606,0.0806253365471524,34.79887390136719,-0.3811440683356085,ocn_dc_geom,-0.24567578732967377,0.13546828100593472
scene31,4804006,2025-05-31 17:00:00,iw1,8,-33.12167,31.08606,0.0806253365471524,34.79887390136719,-0.3811440683356085,ocn_dc_stokes,-0.2928103506565094,0.08833371767909909
scene31,4804006,2025-05-31 17:00:00,iw1,8,-33.12167,31.08606,0.0806253365471524,34.79887390136719,-0.3811440683356085,ocn_dc_mouche,-0.44562913477420807,-0.06448506643859958
scene31,4804006,2025-05-31 17:00:00,iw1,8,-33.12167,31.08606,0.0806253365471524,34.79887390136719,-0.3811440683356085,ocn_dc_full,-0.20801942050457,0.17312464783103848
scene32,4804006,2025-06-05 17:00:00,iw1,5,-34.11235,29.16513,0.4385195965370121,33.631500244140625,-0.0318384443579027,ocn_dc_geom,-1.3879296779632568,-1.356091233605354
scene32,4804006,2025-06-05 17:00:00,iw1,5,-34.11235,29.16513,0.4385195965370121,33.631500244140625,-0.0318384443579027,ocn_dc_stokes,-1.2878095209598541,-1.2559710766019514
scene32,4804006,2025-06-05 17:00:00,iw1,5,-34.11235,29.16513,0.4385195965370121,33.631500244140625,-0.0318384443579027,ocn_dc_mouche,-1.0138433873653412,-0.9820049430074385
scene32,4804006,2025-06-05 17:00:00,iw1,5,-34.11235,29.16513,0.4385195965370121,33.631500244140625,-0.0318384443579027,ocn_dc_full,-0.7430233657360077,-0.711184921378105
scene33,1401853,2025-06-29 17:00:00,iw1,7,-33.87425,28.654404,0.6196797427438056,31.046600341796875,-0.2259014758939164,ocn_dc_geom,-0.6285883188247681,-0.40268684293085166
scene33,1401853,2025-06-29 17:00:00,iw1,7,-33.87425,28.654404,0.6196797427438056,31.046600341796875,-0.2259014758939164,ocn_dc_stokes,-0.6550211310386658,-0.42911965514474937
scene33,1401853,2025-06-29 17:00:00,iw1,7,-33.87425,28.654404,0.6196797427438056,31.046600341796875,-0.2259014758939164,ocn_dc_mouche,-0.6208032444119453,-0.39490176851802894
scene33,1401853,2025-06-29 17:00:00,iw1,7,-33.87425,28.654404,0.6196797427438056,31.046600341796875,-0.2259014758939164,ocn_dc_full,-0.23218900710344315,-0.006287531209526742
scene34,1401839,2025-07-04 17:00:00,iw1,0,-35.64449,27.158234,0.2170637051473831,30.79353904724121,0.0915112764401572,ocn_dc_geom,-0.014487099833786488,-0.10599837627394369
